TreeID,Mum,Dad,Spacing,Rep,Plot,dj,dm,wd,h1,h2,h3,h4,h5,dis,lt,str
81181,70022,NA,3,5,1,0.341,0.496,0.376,29,95,202,290,440,1,0,1
81183,70022,NA,3,5,3,0.358,0.464,0.396,36,121,216,350,590,1,1,5
81184,70022,NA,3,5,4,0.325,0.384,0.343,40,110,196,320,500,1,1,1
81186,70003,NA,3,5,2,0.375,0.482,0.4,31,94,184,300,530,0,0,1
81187,70003,NA,3,5,3,0.347,0.451,0.38,30,131,229,350,590,1,1,4
81191,70015,NA,3,5,3,0.36,0.473,0.376,35,123,228,360,600,0,0,3
81193,70017,NA,3,5,1,0.357,0.536,0.385,30,121,222,380,520,0,0,2
81197,70007,NA,3,5,1,0.374,0.489,0.388,28,115,214,330,470,0,1,5
81200,70007,NA,3,5,4,0.381,0.458,0.388,28,100,193,310,450,1,1,2
83604,70037,NA,2,1,4,0.376,0.49,0.415,36,144,213,470,650,1,1,3
83608,70003,NA,2,1,4,0.35,0.477,0.399,28,142,249,500,720,1,0,5
83609,70002,NA,2,1,1,0.384,0.507,0.424,36,152,312,510,720,1,1,5
83613,70051,NA,2,1,1,0.362,0.486,0.4,39,181,312,530,720,0,1,4
83624,70032,NA,2,1,4,0.339,0.451,0.372,39,129,247,450,690,0,0,2
83628,70024,NA,2,1,4,0.378,0.484,0.393,33,129,264,460,670,1,0,4
83632,70030,NA,2,1,4,0.352,0.492,0.378,46,146,243,480,690,1,1,1
83633,70061,NA,2,1,1,0.36,0.439,0.367,27,127,244,430,630,1,1,5
83636,70061,NA,2,1,4,0.348,0.48,0.367,40,165,262,440,620,0,1,1
83637,70053,NA,2,1,1,0.346,0.4,0.371,35,161,268,540,730,0,1,5
83638,70053,NA,2,1,2,0.333,0.458,0.361,36,173,299,540,700,0,0,1
83639,70053,NA,2,1,3,0.353,0.449,0.396,26,128,277,550,790,1,0,3
83642,70033,NA,2,2,2,0.375,0.461,0.389,50,163,263,460,650,0,1,2
83651,70053,NA,2,2,3,0.341,0.484,0.358,23,131,255,470,710,0,1,2
83652,70053,NA,2,2,4,0.34,0.408,0.371,25,147,266,460,650,1,1,2
83655,70046,NA,2,2,3,0.386,0.494,0.404,30,140,282,480,680,1,0,2
83656,70046,NA,2,2,4,0.347,0.496,0.38,29,134,277,470,690,1,1,3
83658,70039,NA,2,2,2,0.372,0.48,0.411,32,163,294,550,730,1,0,0
83660,70039,NA,2,2,4,0.367,0.47,0.38,27,130,268,460,640,1,0,4
83661,70036,NA,2,2,1,0.334,0.469,0.368,32,183,305,460,720,0,0,1
83663,70036,NA,2,2,3,0.332,0.467,0.348,45,145,257,460,650,1,0,4
83668,70034,NA,2,2,4,0.349,0.49,0.385,33,147,233,390,580,0,1,5
83671,70030,NA,2,2,3,0.338,0.417,0.346,34,156,290,420,580,0,0,1
83681,70008,NA,2,3,1,0.351,0.422,0.359,38,140,268,430,620,0,0,2
83682,70008,NA,2,3,2,0.356,0.48,0.417,40,181,292,550,770,1,0,4
83696,70029,NA,2,3,4,0.323,0.413,0.353,32,133,210,390,570,0,0,5
83698,70053,NA,2,3,2,0.36,0.42,0.39,44,146,217,410,620,0,1,3
83706,70035,NA,2,3,2,0.376,0.503,0.396,35,160,257,470,680,1,0,0
83708,70035,NA,2,3,4,0.368,0.495,0.42,57,146,259,430,600,1,0,2
83709,70004,NA,2,3,1,0.319,0.424,0.331,50,161,260,440,680,1,0,5
83710,70004,NA,2,3,2,0.311,0.442,0.34,58,172,275,420,630,1,1,5
83711,70004,NA,2,3,3,0.34,0.488,0.367,53,143,239,380,580,0,0,0
83712,70004,NA,2,3,4,0.333,0.488,0.35,46,136,241,350,600,0,1,0
83713,70037,NA,2,3,1,0.374,0.522,0.394,22,129,219,380,600,1,1,3
83714,70037,NA,2,3,2,0.334,0.483,0.356,22,130,226,400,570,0,1,4
83721,70027,NA,2,4,1,0.396,0.534,0.414,40,144,280,440,670,0,0,2
83722,70027,NA,2,4,2,0.366,0.445,0.404,38,148,288,510,720,0,1,1
83723,70027,NA,2,4,3,0.375,0.506,0.396,39,147,270,520,700,1,1,5
83729,70045,NA,2,4,1,0.383,0.477,0.404,36,170,283,550,750,0,0,1
83732,70045,NA,2,4,4,0.368,0.473,0.398,43,188,360,540,720,1,0,5
83736,70004,NA,2,4,4,0.347,0.434,0.366,53,182,298,530,690,0,1,2
83737,70061,NA,2,4,1,0.366,0.479,0.377,49,212,296,530,680,1,0,3
83762,70038,NA,2,5,2,0.337,0.468,0.383,27,171,285,490,660,1,1,1
83773,70012,NA,2,5,1,0.361,0.512,0.369,40,162,234,420,590,1,0,2
83774,70012,NA,2,5,2,0.374,0.48,0.395,56,209,261,510,720,1,1,2
83777,70059,NA,2,5,1,0.331,0.461,0.362,40,144,251,500,720,1,0,1
83778,70059,NA,2,5,2,0.352,0.505,0.378,45,155,213,460,680,1,0,5
83779,70059,NA,2,5,3,0.336,0.419,0.371,43,155,232,470,660,0,0,1
83786,70008,NA,2,5,2,0.363,0.507,0.373,36,171,254,430,600,1,0,0
83788,70008,NA,2,5,4,0.434,0.484,0.456,40,150,263,430,610,0,1,0
83797,70046,NA,2,5,1,0.43,0.508,0.449,34,138,225,410,650,0,0,2
83798,70046,NA,2,5,2,0.402,0.531,0.426,34,123,208,380,530,1,0,0
83800,70046,NA,2,5,4,0.403,0.537,0.449,41,136,211,420,610,1,1,4
83804,70029,NA,2,1,4,0.357,0.487,0.387,43,149,308,540,750,1,1,0
83808,70036,NA,2,1,4,0.354,0.511,0.371,40,138,231,470,670,0,1,4
83811,70031,NA,2,1,3,0.334,0.462,0.348,45,154,268,470,580,1,1,0
83815,70018,NA,2,1,3,0.339,0.448,0.358,34,175,332,560,740,1,1,4
83816,70018,NA,2,1,4,0.324,0.451,0.338,27,119,238,440,640,0,0,1
83818,70016,NA,2,1,2,0.327,0.433,0.358,30,151,294,520,700,0,1,0
83825,70055,NA,2,1,1,0.257,0.486,0.365,50,202,370,600,850,1,0,4
83827,70055,NA,2,1,3,0.347,0.497,0.361,42,159,276,490,660,1,1,1
83832,70044,NA,2,1,4,0.341,0.495,0.364,28,118,238,440,640,0,0,3
83833,70052,NA,2,1,1,0.394,0.46,0.422,36,125,231,500,690,0,0,0
83838,70004,NA,2,1,2,0.338,0.34,0.339,43,117,256,530,710,1,1,0
83840,70004,NA,2,1,4,0.316,0.417,0.337,37,125,263,500,720,1,1,4
83842,70025,NA,2,2,2,0.385,0.461,0.423,42,186,328,590,760,1,1,4
83850,70018,NA,2,2,2,0.347,0.46,0.362,36,123,228,420,610,1,1,5
83853,70059,NA,2,2,1,0.372,0.458,0.402,50,128,250,520,700,1,0,4
83857,70004,NA,2,2,1,0.313,0.417,0.334,46,153,268,490,660,1,1,2
83859,70004,NA,2,2,3,0.351,0.437,0.36,48,197,360,590,770,0,1,1
83860,70004,NA,2,2,4,0.333,0.406,0.375,54,178,284,550,750,1,1,5
83861,70028,NA,2,2,1,0.368,0.398,0.372,33,136,218,470,600,0,1,3
83863,70028,NA,2,2,3,0.371,0.457,0.411,42,189,324,590,790,1,0,2
83870,70047,NA,2,2,2,0.371,0.453,0.403,36,153,279,520,610,1,0,2
83873,70021,NA,2,2,1,0.367,0.446,0.381,42,164,284,490,670,0,0,1
83874,70021,NA,2,2,2,0.364,0.423,0.397,45,188,321,580,810,1,0,3
83875,70021,NA,2,2,3,0.338,0.482,0.369,38,127,221,400,610,0,0,0
83898,70057,NA,2,3,2,0.374,0.526,0.401,52,159,244,490,660,1,0,1
83899,70057,NA,2,3,3,0.372,0.484,0.42,32,164,274,450,650,0,1,0
83900,70057,NA,2,3,4,0.37,0.41,0.393,37,141,249,440,660,0,0,2
83902,70036,NA,2,3,2,0.342,0.454,0.351,40,123,188,410,590,1,1,3
83910,70041,NA,2,3,2,0.338,0.472,0.36,25,108,222,460,600,0,0,2
83917,70005,NA,2,3,1,0.339,0.478,0.357,26,136,219,380,540,0,0,0
83934,70054,NA,2,4,2,0.359,0.453,0.396,59,197,311,560,720,0,1,0
83936,70054,NA,2,4,4,0.334,0.467,0.367,50,200,324,550,750,1,0,4
83937,70002,NA,2,4,1,0.374,0.455,0.418,72,194,276,600,780,0,0,2
83945,70021,NA,2,4,1,0.394,0.515,0.441,44,136,250,410,570,1,0,4
83948,70021,NA,2,4,4,0.361,0.473,0.376,38,126,224,350,530,0,1,1
83953,70057,NA,2,4,1,0.35,0.441,0.389,54,122,214,390,620,0,1,3
83957,70043,NA,2,4,1,0.351,0.44,0.39,38,164,266,440,590,0,0,2
83960,70043,NA,2,4,4,0.361,0.469,0.39,36,151,288,450,680,0,1,1
83961,70007,NA,2,5,1,0.366,0.443,0.403,48,185,308,530,780,0,1,1
83963,70007,NA,2,5,3,0.382,0.411,0.386,35,161,246,470,660,0,0,0
83964,70007,NA,2,5,4,0.393,0.401,0.394,34,178,325,570,750,0,0,5
83968,70002,NA,2,5,4,0.377,0.48,0.385,30,173,302,550,790,1,1,1
83975,70011,NA,2,5,3,0.375,0.54,0.396,38,184,275,530,730,1,1,4
83979,70028,NA,2,5,3,0.404,0.503,0.413,32,98,233,330,510,1,1,0
83980,70028,NA,2,5,4,0.335,0.473,0.357,37,140,274,470,660,1,1,2
83982,70021,NA,2,5,2,NA,0.52,0.52,24,122,243,470,700,0,0,5
83984,70021,NA,2,5,4,0.402,0.514,0.451,49,159,314,530,730,0,1,5
83989,70003,NA,2,5,1,0.394,0.503,0.407,33,134,234,470,620,0,1,3
83992,70003,NA,2,5,4,0.396,0.494,0.438,31,181,315,540,770,1,1,1
83993,70009,NA,2,5,1,0.367,0.484,0.395,32,144,246,470,630,1,1,5
83996,70009,NA,2,5,4,0.365,0.513,0.409,27,128,225,410,550,1,0,1
83998,70057,NA,2,5,2,0.364,0.463,0.402,40,128,234,460,660,1,0,0
83999,70057,NA,2,5,3,0.391,0.533,0.423,32,143,262,520,720,0,0,0
84001,70028,NA,2,1,1,0.337,0.404,0.373,53,165,282,470,690,1,1,1
84002,70028,NA,2,1,2,0.391,0.502,0.406,46,140,270,490,700,1,1,5
84003,70028,NA,2,1,3,0.402,0.475,0.426,36,177,286,550,750,0,1,5
84006,70050,NA,2,1,2,0.336,0.449,0.357,37,135,303,470,680,1,1,0
84010,70054,NA,2,1,2,0.321,0.404,0.335,37,191,307,490,690,0,0,2
84012,70054,NA,2,1,4,0.347,0.46,0.387,46,211,360,540,720,0,1,1
84018,70007,NA,2,1,2,0.37,0.513,0.394,43,208,296,550,760,1,1,2
84022,70039,NA,2,1,2,0.378,0.507,0.393,34,147,267,470,600,1,1,4
84024,70039,NA,2,1,4,0.346,0.412,0.373,52,188,343,570,690,1,0,2
84027,70056,NA,2,1,3,0.399,0.465,0.407,30,126,209,390,580,0,1,5
84028,70056,NA,2,1,4,0.37,0.415,0.375,33,139,278,470,680,0,0,1
84029,70005,NA,2,1,1,0.386,0.481,0.43,21,135,270,490,640,0,1,2
84038,70047,NA,2,1,2,0.348,0.503,0.367,26,138,279,510,650,1,1,5
84043,70010,NA,2,2,3,0.335,0.46,0.354,35,143,290,420,620,1,1,4
84045,70051,NA,2,2,1,0.364,0.468,0.391,41,152,253,520,720,1,1,3
84047,70051,NA,2,2,3,0.329,0.47,0.365,43,161,318,520,700,0,1,1
84057,70037,NA,2,2,1,0.369,0.482,0.407,20,141,247,460,650,1,1,4
84065,70008,NA,2,2,1,0.355,0.463,0.38,33,151,276,510,630,1,1,4
84091,70055,NA,2,3,3,0.335,0.379,0.364,50,144,241,460,640,1,1,2
84093,70016,NA,2,3,1,0.335,0.426,0.361,36,133,271,510,700,1,0,0
84106,70047,NA,2,3,2,0.369,0.497,0.411,33,144,309,500,700,1,0,1
84114,70028,NA,2,3,2,0.37,0.482,0.397,55,155,266,540,700,0,1,3
84123,70047,NA,2,4,3,0.358,0.451,0.372,35,165,301,510,660,1,0,0
84126,70050,NA,2,4,2,0.356,0.413,0.386,38,175,337,620,780,1,0,1
84128,70050,NA,2,4,4,0.313,0.402,0.342,43,174,313,530,750,1,1,2
84130,70031,NA,2,4,2,0.339,0.449,0.35,35,159,275,480,710,1,0,5
84140,70015,NA,2,4,4,0.369,0.452,0.39,54,185,336,550,710,1,0,4
84142,70016,NA,2,4,2,0.36,0.496,0.39,42,168,273,480,640,1,0,5
84147,70007,NA,2,4,3,0.405,0.529,0.437,34,165,266,530,740,0,0,2
84151,70056,NA,2,4,3,0.376,0.468,0.39,38,133,257,480,660,0,0,2
84154,70024,NA,2,4,2,0.347,0.489,0.404,36,166,296,510,700,0,0,2
84159,70055,NA,2,4,3,0.339,0.423,0.378,38,183,314,580,810,0,1,3
84161,70010,NA,2,5,1,0.347,0.465,0.36,29,154,270,510,710,0,1,3
84170,70023,NA,2,5,2,0.387,0.493,0.422,36,131,240,440,570,0,1,4
84172,70023,NA,2,5,4,0.367,0.477,0.414,41,139,256,500,690,1,0,2
84174,70060,NA,2,5,2,0.362,0.488,0.397,36,126,250,520,740,0,1,2
84178,70030,NA,2,5,2,0.321,0.451,0.355,47,108,308,500,700,1,1,5
84180,70030,NA,2,5,4,0.353,0.567,0.402,27,142,255,450,680,1,1,4
84185,70056,NA,2,5,1,0.389,0.541,0.41,32,128,232,430,630,1,1,5
84187,70056,NA,2,5,3,0.37,0.549,0.393,39,154,270,470,660,1,1,5
84192,70015,NA,2,5,4,0.367,0.509,0.392,39,130,251,450,610,0,1,5
84194,70044,NA,2,5,2,0.385,0.559,0.398,17,131,233,440,620,1,1,2
84196,70044,NA,2,5,4,0.321,0.448,0.365,26,125,231,380,560,1,1,0
84198,70017,NA,2,5,2,0.372,0.492,0.385,29,137,258,490,700,1,1,1
84202,70011,NA,2,1,2,0.376,0.448,0.402,48,155,271,530,710,0,1,3
84210,70009,NA,2,1,2,0.342,0.457,0.367,35,148,252,510,700,1,0,1
84214,70008,NA,2,1,2,0.357,0.509,0.411,39,158,306,510,660,0,0,4
84215,70008,NA,2,1,3,0.348,0.498,0.372,30,132,276,440,650,1,0,3
84216,70008,NA,2,1,4,0.368,0.485,0.409,39,185,259,500,680,1,0,2
84221,70019,NA,2,1,1,0.338,0.483,0.352,30,157,261,470,650,0,1,4
84224,70019,NA,2,1,4,0.364,0.486,0.398,44,164,307,600,790,0,0,5
84225,70046,NA,2,1,1,0.369,0.528,0.402,34,142,250,460,610,1,1,0
84232,70027,NA,2,1,4,0.34,0.419,0.367,60,155,285,480,680,0,1,0
84233,70041,NA,2,1,1,0.345,0.444,0.374,36,183,294,590,800,0,0,5
84238,70020,NA,2,1,2,0.344,0.467,0.382,44,154,286,600,800,1,1,2
84240,70020,NA,2,1,4,0.335,0.448,0.384,42,182,325,550,770,0,1,2
84241,70029,NA,2,2,1,0.332,0.467,0.35,45,141,273,520,700,1,0,5
84244,70029,NA,2,2,4,0.324,0.485,0.369,50,169,299,510,710,1,0,5
84245,70017,NA,2,2,1,0.36,0.391,0.365,44,142,293,540,760,0,1,4
84249,70032,NA,2,2,1,0.362,0.477,0.376,35,124,191,450,630,0,0,3
84254,70015,NA,2,2,2,0.372,0.449,0.4,42,191,296,520,680,1,0,1
84260,70027,NA,2,2,4,0.349,0.366,0.356,43,182,342,600,840,0,1,4
84263,70045,NA,2,2,3,0.362,0.381,0.37,42,151,384,570,730,0,0,2
84267,70035,NA,2,2,3,0.339,0.439,0.365,50,198,346,530,730,0,0,2
84287,70052,NA,2,3,3,0.358,0.464,0.384,35,117,258,420,620,1,0,0
84311,70002,NA,2,3,3,0.344,0.503,0.354,41,140,245,440,620,0,1,0
84342,70025,NA,2,4,2,0.392,0.474,0.408,42,153,275,580,780,0,1,3
84345,70008,NA,2,4,1,0.346,0.477,0.387,38,164,317,520,710,0,0,0
84352,70018,NA,2,4,4,0.347,0.478,0.36,25,120,245,410,590,1,0,5
84359,70011,NA,2,4,3,0.38,0.541,0.397,40,146,232,440,630,0,1,5
84364,70025,NA,2,5,4,0.361,0.474,0.393,34,151,285,500,710,0,1,5
84365,70045,NA,2,5,1,0.344,0.475,0.363,35,195,325,510,680,1,1,5
84366,70045,NA,2,5,2,0.355,0.478,0.37,37,154,275,510,640,1,1,4
84368,70045,NA,2,5,4,0.382,0.507,0.414,48,175,275,520,710,0,1,5
84372,70055,NA,2,5,4,0.342,0.524,0.36,43,127,243,430,640,0,1,0
84377,70018,NA,2,5,1,0.377,0.365,0.374,32,165,309,520,720,1,1,3
84379,70018,NA,2,5,3,0.363,0.495,0.371,30,120,195,390,580,1,1,0
84389,70052,NA,2,5,1,0.39,0.493,0.435,32,137,264,500,700,0,0,1
84391,70052,NA,2,5,3,0.385,0.44,0.41,49,136,314,540,730,0,0,1
84392,70052,NA,2,5,4,0.367,0.472,0.4,28,152,249,470,700,0,0,3
84398,70024,NA,2,5,2,0.359,0.414,0.385,43,118,223,490,670,1,1,1
84409,70059,NA,2,1,1,0.365,0.469,0.379,40,143,223,460,670,0,0,2
84410,70059,NA,2,1,2,0.335,0.465,0.352,28,110,253,460,630,0,0,4
84412,70059,NA,2,1,4,0.36,0.481,0.378,33,135,238,450,610,0,1,4
84414,70021,NA,2,1,2,0.391,0.394,0.393,43,152,310,560,640,0,0,1
84415,70021,NA,2,1,3,0.365,0.464,0.38,39,159,323,550,710,0,0,3
84416,70021,NA,2,1,4,0.396,0.476,0.419,37,133,271,470,670,1,0,2
84421,70010,NA,2,1,1,0.366,0.457,0.386,38,152,308,560,750,0,0,2
84422,70010,NA,2,1,2,0.403,0.423,0.404,43,159,274,490,640,1,0,0
84424,70010,NA,2,1,4,0.367,0.491,0.415,27,146,297,510,700,1,0,4
84428,70017,NA,2,1,4,0.369,0.458,0.407,34,172,326,530,730,0,1,2
84430,70012,NA,2,1,2,0.375,0.386,0.379,42,213,378,560,730,0,1,5
84441,70005,NA,2,2,1,0.342,0.452,0.358,38,163,269,490,670,0,0,4
84454,70060,NA,2,2,2,0.388,0.565,0.405,42,150,284,520,780,1,0,0
84455,70060,NA,2,2,3,0.375,0.468,0.403,55,192,330,500,760,1,0,2
84480,70048,NA,2,2,4,0.343,0.415,0.369,44,193,324,580,790,1,0,4
84485,70009,NA,2,3,1,0.329,0.443,0.362,50,155,277,520,650,0,0,2
84510,70040,NA,2,3,2,0.337,0.409,0.376,38,137,269,500,720,0,0,1
84512,70040,NA,2,3,4,0.326,0.437,0.359,27,124,228,390,590,1,1,5
84522,70036,NA,2,4,2,0.338,0.382,0.361,42,165,243,500,710,0,0,4
84523,70036,NA,2,4,3,0.341,0.411,0.364,60,182,280,530,750,0,1,1
84529,70028,NA,2,4,1,0.365,0.498,0.381,73,179,281,530,720,1,0,5
84530,70028,NA,2,4,2,0.378,0.476,0.406,80,182,329,540,760,1,0,4
84546,70030,NA,2,4,2,0.346,0.48,0.372,31,144,234,440,680,1,1,4
84547,70030,NA,2,4,3,0.331,0.413,0.376,34,158,290,480,670,1,1,5
84548,70030,NA,2,4,4,0.367,0.469,0.392,37,148,243,500,720,1,0,5
84550,70022,NA,2,4,2,0.345,0.427,0.363,47,188,286,480,660,0,0,5
84555,70040,NA,2,4,3,0.358,0.472,0.378,44,122,228,510,680,1,0,3
84561,70029,NA,2,5,1,0.345,0.424,0.364,48,172,266,520,700,1,0,4
84564,70029,NA,2,5,4,0.325,0.428,0.366,37,129,267,520,700,1,1,3
84565,70043,NA,2,5,1,0.365,0.502,0.4,32,133,253,480,700,0,1,5
84568,70043,NA,2,5,4,0.37,0.447,0.389,35,143,298,540,710,0,0,4
84569,70020,NA,2,5,1,0.335,0.466,0.367,40,147,277,550,730,1,1,3
84572,70020,NA,2,5,4,0.364,0.465,0.373,40,147,291,530,700,1,1,4
84582,70027,NA,2,5,2,0.384,0.507,0.416,42,144,230,440,650,0,1,2
84583,70027,NA,2,5,3,0.385,0.517,0.425,36,128,251,460,640,0,1,3
84585,70035,NA,2,5,1,0.366,0.503,0.381,43,154,274,480,630,0,1,5
84587,70035,NA,2,5,3,0.343,0.486,0.358,30,130,262,420,600,0,1,3
84593,70022,NA,2,5,1,0.337,0.425,0.372,36,154,277,550,750,0,0,2
84600,70040,NA,2,5,4,0.361,0.467,0.374,24,132,245,400,560,1,1,2
84603,70038,NA,2,1,3,0.35,0.468,0.359,32,154,308,490,690,1,1,5
84605,70035,NA,2,1,1,0.368,0.526,0.423,51,175,310,600,780,0,1,1
84606,70035,NA,2,1,2,0.362,0.409,0.366,38,146,269,510,670,1,1,5
84607,70035,NA,2,1,3,0.361,0.555,0.392,31,170,299,530,720,1,1,5
84608,70035,NA,2,1,4,0.347,0.478,0.371,45,156,320,480,660,0,1,2
84609,70057,NA,2,1,1,0.376,0.533,0.415,45,192,301,570,730,1,1,5
84619,70045,NA,2,1,3,0.356,0.483,0.366,36,122,248,470,620,1,0,3
84621,70015,NA,2,1,1,0.386,0.449,0.391,39,134,284,520,690,0,1,0
84625,70022,NA,2,1,1,0.346,0.476,0.375,34,160,286,550,770,1,0,3
84644,70019,NA,2,2,4,0.407,0.449,0.426,34,181,320,530,770,0,0,1
84645,70012,NA,2,2,1,0.326,0.417,0.354,36,180,303,510,700,0,1,2
84647,70012,NA,2,2,3,0.38,0.447,0.388,38,140,278,470,720,0,0,4
84658,70003,NA,2,2,2,0.357,0.459,0.408,35,184,288,570,820,1,1,0
84669,70050,NA,2,2,1,0.325,0.449,0.367,44,172,285,590,790,1,1,1
84672,70050,NA,2,2,4,0.32,0.398,0.335,38,175,323,470,790,0,0,5
84674,70044,NA,2,2,2,0.368,0.398,0.372,33,150,250,510,720,1,0,4
84675,70044,NA,2,2,3,0.36,0.448,0.365,50,191,350,620,840,0,0,5
84686,70061,NA,2,3,2,0.329,0.434,0.354,36,152,274,560,750,0,0,1
84707,70034,NA,2,3,3,0.363,0.506,0.433,46,144,257,430,550,0,0,4
84710,70043,NA,2,3,2,0.363,0.447,0.38,51,135,209,410,580,1,0,4
84711,70043,NA,2,3,3,0.363,0.434,0.405,56,187,298,570,720,0,1,5
84715,70007,NA,2,3,3,0.381,0.477,0.398,32,146,282,500,650,1,0,4
84717,70024,NA,2,3,1,0.419,0.5,0.428,35,82,206,380,560,0,1,4
84728,70048,NA,2,4,4,0.39,0.409,0.398,42,181,345,640,820,1,0,3
84731,70023,NA,2,4,3,0.382,0.467,0.424,49,162,315,560,690,1,1,4
84738,70020,NA,2,4,2,0.356,0.487,0.407,44,153,222,570,700,1,1,0
84739,70020,NA,2,4,3,0.317,0.392,0.325,56,157,311,560,700,0,1,3
84747,70005,NA,2,4,3,0.379,0.453,0.391,33,144,281,490,590,1,1,5
84755,70001,NA,2,4,3,0.381,0.492,0.403,49,148,265,490,650,0,0,3
84758,70052,NA,2,4,2,0.33,0.455,0.344,47,159,291,530,700,0,1,5
84759,70052,NA,2,4,3,0.376,0.455,0.415,53,195,363,610,830,0,1,3
84761,70061,NA,2,5,1,0.343,0.475,0.357,47,124,242,480,670,1,1,3
84762,70061,NA,2,5,2,0.362,0.473,0.408,43,143,255,490,680,1,1,5
84776,70050,NA,2,5,4,0.358,0.491,0.389,34,155,331,570,790,1,0,4
84780,70004,NA,2,5,4,0.357,0.454,0.368,49,131,221,420,610,0,0,3
84781,70054,NA,2,5,1,0.346,0.46,0.354,35,135,260,470,620,0,0,3
84786,70019,NA,2,5,2,0.382,0.488,0.395,31,143,222,480,640,0,1,1
84788,70019,NA,2,5,4,0.353,0.523,0.397,39,156,285,490,730,1,0,3
84794,70006,NA,2,5,2,0.374,0.45,0.415,29,149,278,500,690,0,0,5
84795,70006,NA,2,5,3,0.334,0.473,0.36,33,152,256,500,660,1,1,0
84797,70041,NA,2,5,1,0.359,0.473,0.379,35,152,227,500,620,1,0,1
84799,70041,NA,2,5,3,0.368,0.528,0.376,29,136,233,410,580,1,0,2
